核准登記營業日期,縣市旅宿登記證號,類別,標章,溫泉標章,旅宿名稱,縣市,鄉鎮,郵遞區號,地址,電話或手機,傳真,房間數,電子郵件,網址
2025-02-07,臺南市民宿790號,民宿,,否,林居,臺南市,中西區,700,臺南市中西區民權路三段38號,0931-825925,-,5,tsetanglin@gmail.com,
2025-02-07,臺南市民宿791號,民宿,,否,日禾光屋,臺南市,中西區,700,臺南市中西區信義街60巷39號,0939-694873,-,2,mininiling@gmail.com,
2025-02-07,臺東縣民宿2201號,民宿,,否,東麓民宿,臺東縣,臺東市,950,臺東縣臺東市中興路三段275巷46弄2號,0917-601827,-,5,bosshsieh9@gmail.com,
2025-02-07,臺南市民宿787號,民宿,,否,拾光河畔,臺南市,安平區,708,臺南市安平區建平十七街239號,0900-087115,-,5,,
1993-01-07,交觀宿字第1558號,國際觀光旅館,,是,知本老爺大酒店,臺東縣,卑南鄉,954,臺東縣卑南鄉溫泉村龍泉路113巷23號,089-510666,089-511-560,183,emile.chin@cp.hotelroyal.com.tw,http://www.hotelroyal.com.tw/chihpen/
2020-05-04,澎湖縣民宿961號,民宿,,否,澎湖香草山民宿,澎湖縣,馬公市,880,澎湖縣馬公市鎖港里1鄰吉海路1157號,0919-861157,-,5,phu0919861157@gmail.com,
2025-02-06,南投縣民宿1239號,民宿,,否,品閱行旅,南投縣,魚池鄉,555,南投縣魚池鄉共和村13鄰長興巷48-12號,0906-573355,-,5,yimu99@gmail.com,
2025-02-06,臺南市民宿786號,民宿,,否,豐綠町,臺南市,官田區,720,臺南市官田區官田里9鄰神田路61號,0938-869301,-,3,yokoou2017@gmail.com,
2025-02-05,臺東縣民宿2204號,民宿,,否,都蘭一刻館青年旅舍民宿,臺東縣,東河鄉,959,臺東縣東河鄉都蘭村30鄰225-22號,0933-191182,-,1,momenthostel2025@gmail.com,
2025-02-05,臺北市旅館804號,旅館,,否,古奈堡精品旅館,臺北市,萬華區,108,臺北市萬華區峨眉街28號5樓之1,02-23816808,-,8,tzechilin@gmail.com,
2025-02-05,屏東縣民宿1528號,民宿,,否,墾丁布列日民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮墾丁路604號,0987-825111,-,5,miles198400@gmail.com,
2025-02-05,宜蘭縣民宿2896號,民宿,,否,趣旅行民宿,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉永興路二段640巷65號,0911-836010,-,3,,
2025-02-04,新竹縣民宿147號,民宿,,否,勞恩布尼巧居,新竹縣,尖石鄉,313,新竹縣尖石鄉秀巒村4鄰控溪16-1號臨,0933-019228,-,3,,
2025-02-03,南投縣民宿1238號,民宿,,否,秷茶坊民宿,南投縣,竹山鎮,557,南投縣竹山鎮中山里25鄰大智路766號,0909-088407,-,4,wooevachi0909@gmail.com,
2025-02-03,宜蘭縣民宿2895號,民宿,,否,S‧apt民宿,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉三順路45巷20號,0955-104201,-,2,,
2025-02-03,宜蘭縣民宿2897號,民宿,,否,筑巢,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉砂港路81號,0928-771788,-,3,,
2022-03-23,澎湖縣民宿1233號,民宿,,否,加禾民宿,澎湖縣,馬公市,880,澎湖縣馬公市安宅里11鄰宅脚嶼163號,0910-187471,-,5,,
2025-01-24,臺東縣旅館161號,旅館,,否,旅行博物館,臺東縣,臺東市,950,臺東縣臺東市博物館路1號,089-380064,-,37,hoteldumusee.tt@gmail.com,
2025-01-24,花蓮縣民宿2858號,民宿,,否,東大門民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市民族里14鄰軒轅路22之1號,0928-518829,-,5,dongdamenbnb@gmail.com,https://dongdamenbnb.com
2025-01-24,臺中市旅館502號,旅館,,否,HOTEL TAICHUNG OKU,臺中市,中區,400,臺中市中區成功路357號,04-22290638,-,80,,
2025-01-24,花蓮縣民宿2859號,民宿,,否,元湯溫泉居民宿,花蓮縣,瑞穗鄉,978,花蓮縣瑞穗鄉瑞北村8鄰瑞北1號,0966-597728,-,9,978.yen.hotspring@gmail.com,
2025-01-24,花蓮縣民宿2860號,民宿,,否,元湯民宿,花蓮縣,瑞穗鄉,978,花蓮縣瑞穗鄉瑞北村8鄰瑞北1之9號,0908-104608,-,11,978.yen.hotspring@gmail.com,
2025-01-24,臺南市民宿788號,民宿,,否,奶油小森,臺南市,中西區,700,臺南市中西區大勇街16號,0915-757375,-,5,rayzizi1101@gmail.com,
2025-01-24,花蓮縣民宿2861號,民宿,,否,山文旅民宿,花蓮縣,玉里鎮,981,花蓮縣玉里鎮中城里4鄰城東二街6號,0965-114678,-,4,x0965114678@gmail.com,
2025-01-24,臺南市民宿789號,民宿,,否,小苑子民宿,臺南市,中西區,700,臺南市中西區大新街72巷21之1號,0937-364367,-,2,r28555@gmail.com,
2025-01-24,花蓮縣民宿2862號,民宿,,否,山之間民宿,花蓮縣,玉里鎮,981,花蓮縣玉里鎮中城里4鄰城東二街2號,0965-114678,-,4,x0965114678@gmail.com,https://booking.owlting.com/mountainshome
2025-01-24,彰化縣民宿159號,民宿,,否,梅鏡園民宿,彰化縣,鹿港鎮,505,彰化縣鹿港鎮廖厝巷129號,0975-030924,-,3,,
2025-01-24,彰化縣民宿160號,民宿,,否,鹿野仙蹤民宿,彰化縣,鹿港鎮,505,彰化縣鹿港鎮海埔里鹿草路二段912巷63之1號,0978-210930,-,5,,https://sites.google.com/d/1tJYCO3T35wh8adXOrpXRdt3iMEojGUzo/p/1a5IX6gFVEm7SwAHwF9tMeAGit596vYDg/edit
2025-01-23,臺東縣民宿2202號,民宿,,否,秀田小軒民宿,臺東縣,鹿野鄉,955,臺東縣鹿野鄉龍田村12鄰龍馬路95巷12號,0917-855038,-,3,kek770308@gmail.com,
2025-01-23,臺東縣民宿2203號,民宿,,否,千葉小築民宿,臺東縣,鹿野鄉,955,臺東縣鹿野鄉龍田村12鄰龍馬路95巷16號,0937-375743,-,3,wenchangchen1101@gmail.com,
2025-01-23,臺北市旅館803號,旅館,,否,臺北嘉佩樂酒店 Capella Taipei,臺北市,松山區,105,臺北市松山區敦化北路131、133、137、139號、 139號地下二層、135號二樓、135號等共有部分(一、二、十四、十五、十六、十七層),02-77096868,-,86,info.taipei@capellahotels.com,https://capellahotels.com/en/capella-taipei
2025-01-23,臺東縣民宿2200號,民宿,,否,開宿民宿,臺東縣,臺東市,950,臺東縣臺東市漢陽南路190號,0919-321216,-,5,yun321216@yah00.com.tw,
2025-01-23,臺南市民宿785號,民宿,,否,慢慢白河包棟民宿,臺南市,白河區,732,臺南市白河區竹門里9鄰番子園2之9號,0975-312252,-,5,chillaxnanwan@gmail.com,
2025-01-23,屏東縣民宿1529號,民宿,,否,922民宿,屏東縣,潮州鎮,920,屏東縣潮州鎮太平路9巷22號,08-7862777,08-7880997,6,a087834757@gmail.com,https://www.313homestay.com.tw
2025-01-23,嘉義市民宿022號,民宿,,否,嘉義旅人,嘉義市,西區,600,嘉義市西區國華街197號,0921-551201,-,6,a0921551201@gmail.com,https://www.facebook.com/share/18F8VZiy6s/?mibextid=wwXIfr
2025-01-23,金門縣民宿787號,民宿,,否,大衛城民宿,金門縣,金城鎮,893,金門縣金城鎮賢庵里浴井91號2樓,0975-760453,-,3,D0975760453@gmail.com,
2025-01-23,彰化縣民宿158號,民宿,,否,小五民宿,彰化縣,鹿港鎮,505,彰化縣鹿港鎮郭厝里郭厝巷140號,0966-224366,-,3,,
2025-01-22,金門縣民宿786號,民宿,,否,牧雲市區館,金門縣,金城鎮,893,金門縣金城鎮民權路196-2號,0972-711011,-,5,qiujuqu@gmail.com,
2025-01-22,苗栗縣民宿506號,民宿,,否,悠閣民宿,苗栗縣,南庄鄉,353,苗栗縣南庄鄉東村16鄰中正路196號,0921-346118,-,3,,
2025-01-21,臺東縣民宿2199號,民宿,,否,別有洞天電梯漢北館民宿,臺東縣,臺東市,950,臺東縣臺東市豐榮路145巷76弄3號,0928-349364,-,4,elsiechou168@gmail.com,
2025-01-21,臺東縣民宿2196號,民宿,,否,咕漫民宿,臺東縣,蘭嶼鄉,952,臺東縣蘭嶼鄉東清村東清140號,0928-627331,-,5,,
2025-01-21,臺東縣民宿2197號,民宿,,否,日出東清民宿,臺東縣,蘭嶼鄉,952,臺東縣蘭嶼鄉東清村東清141之1號,0978-260880,-,5,a0978260880@gmail.com,
2025-01-21,金門縣民宿785號,民宿,,否,隨心,金門縣,金湖鎮,891,金門縣金湖鎮正義里夏興17號,0983-289718,-,4,win0006666@gmail.com,
2025-01-20,臺東縣民宿2198號,民宿,,否,海灣民宿,臺東縣,蘭嶼鄉,952,臺東縣蘭嶼鄉紅頭村10鄰漁人105之1號,0937-603197,-,3,Jiyakneng@gmail.com.tw,
2025-01-20,屏東縣民宿1527號,民宿,,否,瘋潛客民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮恆西路33巷11弄12號,0953-809345,-,5,,
2025-01-20,屏東縣民宿1526號,民宿,,否,墾丁日境民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮恆南路11巷26弄63號,0978-552225,-,4,,
2025-01-20,桃園市旅館285號,旅館,,否,千塘行旅,桃園市,八德區,334,桃園市八德區建德路398號,03-3028989,-,150,,
2025-01-20,彰化縣民宿157號,民宿,,否,洛津做夢,彰化縣,鹿港鎮,505,彰化縣鹿港鎮中山路163號,0912-473533,-,3,,
2025-01-20,苗栗縣民宿507號,民宿,,否,山行玫瑰民宿,苗栗縣,南庄鄉,353,苗栗縣南庄鄉東河村12鄰橫屏背25之1號,037-825438,037-825439,5,oldwang48@yahoo.com.tw,
2025-01-17,臺中市旅館501號,旅館,,否,采寓,臺中市,西屯區,407,臺中市西屯區市政北七路189號2至13樓,04-22589688,-,130,TCGFIN@evergreen-hotels.com,
2025-01-17,桃園市民宿151號,民宿,,否,春暉宿屋,桃園市,大溪區,335,桃園市大溪區信義路1232巷151-4號,03-3818184,-,5,,
2025-01-17,桃園市民宿152號,民宿,,否,角宿一,桃園市,大溪區,335,桃園市大溪區信義路1232巷151-5號,03-3875209,-,5,,
2025-01-17,雲林縣民宿105號,民宿,,否,花水木民宿,雲林縣,古坑鄉,646,雲林縣古坑鄉崁腳村南昌13-30號,0911-103346,-,5,,
2011-07-19,嘉義市旅館071號,旅館,,否,盤古文物旅館,嘉義市,西區,600,嘉義市西區垂楊路866號B1至3樓,05-2272858,05-2272856,30,,
2008-04-24,臺南市旅館036號,旅館,,否,青舍商旅,臺南市,中西區,700,臺南市中西區和平街99號2-7樓,06-2233693,06-2293129,36,ching.she.hotel@gmail.com,
2025-01-16,澎湖縣民宿1536號,民宿,,否,海被子民宿,澎湖縣,湖西鄉,885,澎湖縣湖西鄉許家村6鄰港子尾120之10號,0934-316866,-,5,Theseaquilt@gmail.com,
2025-01-16,臺南市民宿784號,民宿,,否,小蒔光,臺南市,安平區,708,臺南市安平區國勝路89號,0981-112999,-,4,a0981112999@gmail.com,
2025-01-16,金門縣民宿784號,民宿,,否,知客齋,金門縣,金湖鎮,891,金門縣金湖鎮小徑31號,0972-928949,-,5,jingyanw56@gmail.com,
2025-01-16,南投縣民宿1237號,民宿,,否,悅和雅,南投縣,鹿谷鄉,558,南投縣鹿谷鄉和雅村5鄰愛鄉路39-10號,0932-698546,-,5,hoyaku9999@gmail.com,
2025-01-16,屏東縣民宿1524號,民宿,,否,野多宿,屏東縣,潮州鎮,920,屏東縣潮州鎮力行巷117號,0931-038996,-,5,kito35@yahoo.com.tw,
2025-01-15,澎湖縣民宿1535號,民宿,,否,一葉居民宿,澎湖縣,湖西鄉,885,澎湖縣湖西鄉成功村1鄰港底201之5號,0975-816581,-,5,leaf201.5y@gmail.com,
2025-01-15,花蓮縣民宿2857號,民宿,,否,三軒墟里民宿,花蓮縣,玉里鎮,981,花蓮縣玉里鎮三民里2鄰三軒22之9號,0937-467458,-,4,fk5233@yahoo.com.tw,
2025-01-15,屏東縣民宿1525號,民宿,,否,春枋旅居,屏東縣,枋寮鄉,940,屏東縣枋寮鄉德興路78號,0932-756201,-,12,t0932756201@gmail.com,
2025-01-15,金門縣民宿783號,民宿,,否,Kame,金門縣,金寧鄉,892,金門縣金寧鄉北山59之1號,0981-600282,-,4,kamesu2568@gmail.com,
2025-01-15,苗栗縣民宿505號,民宿,,否,漫泥民宿,苗栗縣,公館鄉,363,苗栗縣公館鄉尖山村尖山339之5號,037-225292,-,3,a0988842840@gmail.com,
2024-08-28,南投縣民宿1217號,民宿,,否,心心星民宿,南投縣,埔里鎮,545,南投縣埔里鎮枇杷里東興三街228號,0911-354782,-,4,ku128848@gmail.com,
2021-08-04,南投縣民宿995號,民宿,,否,空山居｜The Empty,南投縣,埔里鎮,545,南投縣埔里鎮水頭里5鄰中正路170-5號,0912-906276,-,2,PLES1128@icloud.com,
2025-01-14,澎湖縣民宿1534號,民宿,,否,庇琺行旅民宿,澎湖縣,馬公市,880,澎湖縣馬公市西衛里25鄰西衛468之15號,0932-547789,-,4,nnog547789@gmail.com,
2025-01-14,臺東縣民宿2195號,民宿,,否,大武民宿,臺東縣,大武鄉,965,臺東縣大武鄉大武村12鄰大武街96號,0931-058990,-,5,,
2025-01-14,嘉義市民宿028號,民宿,,否,弎秋,嘉義市,西區,600,嘉義市西區北榮街102號,0978-857610,-,1,achu.housecy@gmail.com,
2025-01-14,臺東縣旅館160號,旅館,,否,寶桑町屋,臺東縣,臺東市,950,臺東縣臺東市寶桑路404巷60弄7號。,089-330181,-,17,,
2025-01-14,臺南市民宿783號,民宿,,否,末廣屋,臺南市,東區,701,臺南市東區光華街108號之5,0980-716478,-,2,catchphoenix11@gmail.com,
2025-01-14,連江縣民宿285號,民宿,,否,馥芯莟旅棧,連江縣,南竿鄉,209,連江縣南竿鄉復興村110-2號,0919-991450,-,10,,
2025-01-14,臺東縣民宿2192號,民宿,,否,小島月光民宿,臺東縣,綠島鄉,951,臺東縣綠島鄉南寮村南寮15-3號,0928-904320,-,5,mooncastle615@gmail.com,
2025-01-13,澎湖縣民宿1532號,民宿,,否,與浪共舞民宿,澎湖縣,西嶼鄉,881,澎湖縣西嶼鄉合界村1鄰合界頭1之27號,0901-180580,-,5,dance.waves8@gmail.com,
2025-01-13,澎湖縣民宿1533號,民宿,,否,幸福站民宿,澎湖縣,馬公市,880,澎湖縣馬公市光榮里15鄰文光路33巷8號,0921-589989,-,5,ph9269071@gmail.com,
2025-01-13,臺東縣民宿2194號,民宿,,否,蘭嶼小藍屋海灘民宿,臺東縣,蘭嶼鄉,952,臺東縣蘭嶼鄉東清村野銀197之5號,0910-861305,-,1,,
2025-01-13,金門縣民宿781號,民宿,,否,酋長的家,金門縣,金城鎮,893,金門縣金城鎮西海路一段255號,082-321919,-,5,jinwangtravel@yahoo.com.tw,
2025-01-13,金門縣民宿782號,民宿,,否,山外海景民宿,金門縣,金湖鎮,891,金門縣金湖鎮復國路555號,082-331313,-,5,kimbo168168@gmail.com,
2025-01-13,宜蘭縣民宿2889號,民宿,,否,黑熊傳奇民宿,宜蘭縣,三星鄉,266,宜蘭縣三星鄉行健五路263號,0910-174274,-,5,,
2009-03-06,彰化縣旅館055號,旅館,,否,第八月台汽車旅館,彰化縣,彰化市,500,彰化縣彰化市辭修路201巷8弄2號等40戶,04-7222200,04-7227200,39,rbft@hotmail.com.tw,
2025-01-10,臺東縣民宿2190號,民宿,,否,蘭嶼瑟郎海景民宿,臺東縣,蘭嶼鄉,952,臺東縣蘭嶼鄉椰油村椰油297之15號,089-732267,-,5,changmay0933215243@gmail.com,
2025-01-10,臺東縣民宿2191號,民宿,,否,121度5分民宿,臺東縣,蘭嶼鄉,952,臺東縣蘭嶼鄉東清村野銀146號,0988-034567,-,5,,
2025-01-10,宜蘭縣民宿2893號,民宿,,否,沐玥,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉寶德路612號,0928-268293,-,5,ivybox@yahoo.com.tw,
2025-01-10,宜蘭縣民宿2894號,民宿,,否,鹿民宿,宜蘭縣,三星鄉,266,宜蘭縣三星鄉萬富六路121號,0985-316538,-,5,cindycindy911004@gmail.com,
2025-01-09,臺東縣民宿2193號,民宿,,否,奶油呼呼民宿,臺東縣,臺東市,950,臺東縣臺東市漢陽北路169巷12弄28號,0975-695929,-,5,svt5195a@gmail.com,
2025-01-09,臺南市民宿781號,民宿,,否,鴻綾雅苑,臺南市,善化區,741,臺南市善化區六德里1鄰六分寮206之2號,0936-809039,-,3,a702233@hotmail.com,
2025-01-09,臺南市民宿782號,民宿,,否,白河裕農民宿,臺南市,白河區,732,臺南市白河區庄內里1鄰裕農路51號,0933-374398,-,4,Mega0933@yahoo.com.tw,
2025-01-09,金門縣民宿780號,民宿,,否,戴家民宿1館,金門縣,金城鎮,893,金門縣金城鎮小西門60-1號,0982-638969,-,2,a0982638909@gmail.com,
2025-01-09,宜蘭縣民宿2892號,民宿,,否,潮禹民宿,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉柴圍路1之8號,03-9281313,-,2,louisewu1212@gmail.com,
2025-01-09,苗栗縣民宿504號,民宿,,否,日日安泊民宿,苗栗縣,獅潭鄉,354,苗栗縣獅潭鄉新豐村1鄰八角林20之1號,0921-528100,-,5,lionlake122k@gmail.com,
2025-01-08,臺東縣民宿2189號,民宿,,否,巴奈海景民宿,臺東縣,蘭嶼鄉,952,臺東縣蘭嶼鄉椰油村椰油1之8號,0912-749563,-,5,,
2025-01-08,澎湖縣民宿1529號,民宿,,否,瑨宅民宿,澎湖縣,湖西鄉,885,澎湖縣湖西鄉成功村1鄰港底212-3號,0975-290923,-,4,yootre19@icload.com,
2025-01-08,屏東縣民宿1521號,民宿,,否,享住．上隱民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮興北路興東巷37-5號,0929-841663,-,5,shuiy1166@gmail.com,
2025-01-08,屏東縣民宿1523號,民宿,,否,好好睡GOOD Hostel,屏東縣,恆春鎮,946,屏東縣恆春鎮恆南路12巷9號,0901-101703,-,1,xupubj422@gmail.com,
2025-01-07,金門縣民宿779號,民宿,,否,鳥藝古厝民宿得月樓館,金門縣,金城鎮,893,金門縣金城鎮前水頭33號,082-327110,-,4,baggybaby@gmail.com,https://www.facebook.com/stone.floor.house
2025-01-07,宜蘭縣民宿2882號,民宿,,否,青覓礁溪民宿,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉十六結路39-15號2樓,0925-607708,-,2,,
2025-01-07,宜蘭縣民宿2888號,民宿,,否,兔兔丸親子民宿,宜蘭縣,五結鄉,268,宜蘭縣五結鄉公園路105號,0911-017865,-,5,,
2025-01-07,苗栗縣民宿503號,民宿,,否,內之島旅宿,苗栗縣,通霄鎮,357,苗栗縣通霄鎮內島里1鄰內島9之3號,0925-863252,-,4,meiwenwang75@gmail.com,
2025-01-06,臺南市民宿780號,民宿,,否,漫遊安平,臺南市,安平區,708,臺南市安平區湖內二街5號,0933-307459,-,4,nicolin0933307459@gmail.com,
2025-01-06,屏東縣民宿1522號,民宿,,否,七之二民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮紅柴路7-2號,08-8881887,-,5,leo5238@yahoo.com.tw,
2025-01-06,屏東縣民宿1520號,民宿,,否,浪趣半島民宿,屏東縣,恆春鎮,946,屏東縣恆春鎮恒福二街81巷12號,0906-049292,-,5,miaa.rita15@gmail.com,
2025-01-06,桃園市旅館284號,旅館,,否,適品行旅,桃園市,桃園區,330,桃園市桃園區中正路509號4-9樓,03-3330633,02-25177452,30,yoyo@cheetaipei.com,http://sites.google.com/cheetaipei.com/hotel
2025-01-06,宜蘭縣民宿2886號,民宿,,否,雨后晴,宜蘭縣,三星鄉,266,宜蘭縣三星鄉中興六路35巷8弄1號,0936-184356,-,2,paseo4266@gmail.com,
2025-01-06,宜蘭縣民宿2887號,民宿,,否,青草畔,宜蘭縣,三星鄉,266,宜蘭縣三星鄉中興六路35巷8弄2號,0937-899456,-,2,may899456@gmail.com,
2025-01-06,苗栗縣民宿502號,民宿,,否,山林間,苗栗縣,泰安鄉,365,苗栗縣泰安鄉大興村5鄰高熊峠46號,0930-869406,-,2,chengzuovisual@gmail.com,https://lihi.cc/o91kM
2025-01-03,澎湖縣民宿1530號,民宿,,否,七美風情民宿二館,澎湖縣,七美鄉,883,澎湖縣七美鄉東湖村7鄰頂隙22號,0932-855650,-,4,,
2025-01-03,花蓮縣民宿2856號,民宿,,否,雲山水湯布院民宿,花蓮縣,壽豐鄉,974,花蓮縣壽豐鄉豐坪村11鄰豐坪路二段2巷201弄70號,0905-648879,-,5,service.bearforest@gmail.com,
2025-01-03,南投縣民宿1234號,民宿,,否,陌上花開民宿,南投縣,草屯鎮,542,南投縣草屯鎮復興路645號,0986-980830,-,4,call651@gmail.com,
2025-01-03,澎湖縣民宿1531號,民宿,,否,小憩片刻民宿,澎湖縣,馬公市,880,澎湖縣馬公市鐵線里1鄰鐵線尾38之61號,0922-820704,-,5,rooster19930704@gmail.com,
2025-01-03,南投縣民宿1235號,民宿,,否,清境那不勒斯莊園,南投縣,仁愛鄉,546,南投縣仁愛鄉大同村14鄰榮光巷50之3號,0911-859220,-,1,ph10103210@yahoo.com.tw,
2025-01-03,雲林縣民宿104號,民宿,,否,虎尾五八五,雲林縣,虎尾鎮,632,雲林縣虎尾鎮埒內里5鄰85號,0987-909089,-,3,,
1997-02-12,交觀宿字第1551號,國際觀光旅館,五星級,否,太魯閣晶英酒店,花蓮縣,秀林鄉,972,花蓮縣秀林鄉富世村天祥路18號,03-8691155,03-8691-160,160,rsvn@silksplace-taroko.com.tw,
2025-01-02,臺東縣民宿2187號,民宿,,否,童馨民宿,臺東縣,臺東市,950,臺東縣臺東市興航街65號,0912-150618,-,5,vicky19867574@gmail.com,
2025-01-02,屏東縣民宿1519號,民宿,,否,潮日旅宿,屏東縣,潮州鎮,920,屏東縣潮州鎮信義路73號,0928-311629,-,5,,
2025-01-02,屏東縣民宿1518號,民宿,,否,高墅園民宿,屏東縣,高樹鄉,906,屏東縣高樹鄉中山巷40號,0935-892328,-,4,,
2025-01-02,南投縣民宿1236號,民宿,,否,四蒔,南投縣,魚池鄉,555,南投縣魚池鄉中明村11鄰有水巷40號,0975-097508,-,5,roachsky@gmail.com,
2025-01-02,宜蘭縣民宿2869號,民宿,,否,迴龜,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉白雲五路93巷26號,0989-664115,-,3,fgyadi0112@gmail.com,
2025-01-02,宜蘭縣民宿2871號,民宿,,否,近前來主人會館,宜蘭縣,礁溪鄉,262,宜蘭縣礁溪鄉白雲五路93巷38號,0902-001123,-,3,rays168.tw@gmail.com,
2025-01-02,宜蘭縣民宿2885號,民宿,,否,田邊走走,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉三正路17巷35號,0913-710899,-,5,yihuilin16@gmail.com,
2021-02-18,澎湖縣民宿1086號,民宿,,否,嘟嘟民宿,澎湖縣,馬公市,880,澎湖縣馬公市興仁里9鄰双頭掛390之1號,0971-022853,-,4,,
2008-02-15,新北市民宿061號,民宿,,否,覓在山頂,新北市,瑞芳區,224,新北市瑞芳區崙頂路4之1號,02-24969454,02-24960720,4,keyman27@gmail.com,http://a-home.tw/
2019-01-31,花蓮縣民宿2357號,民宿,,否,有客民宿,花蓮縣,花蓮市,970,花蓮縣花蓮市國盛里國民28之36號,03-8330523,-,5,info@yokr-bnb.com,http://www.yokr-bnb.com
